Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;1995;0.282
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;1996;0.2786
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;1997;0.287
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;1998;0.2896
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;1999;0.3015
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2000;0.3071
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2001;0.2933
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2002;0.3016
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2003;0.3029
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2004;0.3066
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2005;0.3119
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2006;0.3256
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2007;0.3151
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2008;0.2977
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2009;0.3119
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2010;0.3137
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2011;0.3059
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2012;0.3182
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2013;0.3293
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2014;0.3271
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2015;0.3288
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2016;0.325
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.3356
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2018;0.3254
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2019;0.326
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2020;0.326
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2021;0.326
Australia;"sptinc_p0p50_z_AU
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1995;0.1773
Australia;"sptinc_p0p50_z_AU
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1996;0.1798
Australia;"sptinc_p0p50_z_AU
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1997;0.1753
Australia;"sptinc_p0p50_z_AU
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1998;0.1749
Australia;"sptinc_p0p50_z_AU
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1999;0.1699
Australia;"sptinc_p0p50_z_AU
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2000;0.1687
Australia;"sptinc_p0p50_z_AU
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2001;0.1748
Australia;"sptinc_p0p50_z_AU
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2002;0.1713
Australia;"sptinc_p0p50_z_AU
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2003;0.1726
Australia;"sptinc_p0p50_z_AU
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2004;0.1717
Australia;"sptinc_p0p50_z_AU
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2005;0.1679
Australia;"sptinc_p0p50_z_AU
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2006;0.1627
Australia;"sptinc_p0p50_z_AU
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2007;0.1675
Australia;"sptinc_p0p50_z_AU
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2008;0.1746
Australia;"sptinc_p0p50_z_AU
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2009;0.174
Australia;"sptinc_p0p50_z_AU
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2010;0.1718
Australia;"sptinc_p0p50_z_AU
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2011;0.1758
Australia;"sptinc_p0p50_z_AU
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2012;0.1697
Australia;"sptinc_p0p50_z_AU
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2013;0.1626
Australia;"sptinc_p0p50_z_AU
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2014;0.1635
Australia;"sptinc_p0p50_z_AU
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2015;0.1616
Australia;"sptinc_p0p50_z_AU
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2016;0.1621
Australia;"sptinc_p0p50_z_AU
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2017;0.1616
Australia;"sptinc_p0p50_z_AU
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;2018;0.1659
