Australia;"shweal_p90p100_z_AU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1995;0.556
Australia;"shweal_p90p100_z_AU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1996;0.5559
Australia;"shweal_p90p100_z_AU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1997;0.5561
Australia;"shweal_p90p100_z_AU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1998;0.5562
Australia;"shweal_p90p100_z_AU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1999;0.5575
Australia;"shweal_p90p100_z_AU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2000;0.5582
Australia;"shweal_p90p100_z_AU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2001;0.5566
Australia;"shweal_p90p100_z_AU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2002;0.5575
Australia;"shweal_p90p100_z_AU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2003;0.5576
Australia;"shweal_p90p100_z_AU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2004;0.5581
Australia;"shweal_p90p100_z_AU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2005;0.5588
Australia;"shweal_p90p100_z_AU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2006;0.5612
Australia;"shweal_p90p100_z_AU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2007;0.5591
Australia;"shweal_p90p100_z_AU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2008;0.5575
Australia;"shweal_p90p100_z_AU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2009;0.5588
Australia;"shweal_p90p100_z_AU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2010;0.5589
Australia;"shweal_p90p100_z_AU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2011;0.5593
Australia;"shweal_p90p100_z_AU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2012;0.5629
